,title,description
8888,Senior DevOps and Cloud Infrastructure Engineer,"['Design, build, and enhance internal tools, integrations, and CI/CD pipelines.', 'Automate processes such as tenant onboarding and configuration.', 'Contribute to hardware-in-the-loop testing.', 'Develop a hybrid compute infrastructure abstraction layer over on-premises and cloud regions.', 'Support platform scalability as it expands to additional product teams.']"
8889,Senior/Regular C++ Developer – Automotive,"['Prepare and fix the test system written in C++', 'Utilize knowledge of 3D geometry', 'Collaborate closely with autonomous vehicles and robotics teams', 'Participate in the development of new features', 'Work with Operations to improve performance', 'Analyze and implement requirements, including debugging and bug fixing', 'Maintain a working knowledge of Unix/Linux environments']"
8890,Senior/Regular C++ Developer – Automotive,"['Prepare and fix the test system written in C++', 'Utilize knowledge of 3D geometry', 'Collaborate closely with autonomous vehicles and robotics teams', 'Participate in the development of new features', 'Work with Operations to improve performance', 'Analyze and implement requirements, including debugging and bug fixing', 'Maintain a working knowledge of Unix/Linux environments']"
8891,Senior Software Engineer,"['Projektowaniem i rozwijaniem rozwiązań ETL do przetwarzania dużych ilości danych medycznych.', 'Pilnowaniem wysokiej jakości poprzez tworzenie kompleksowych i zautomatyzowanych testów.', 'Ciągłym doskonaleniem naszej platformy danych i redukowaniem długu technologicznego.', 'Wdrażaniem nowych narzędzi i wsparciem w migracji do chmury Azure.', 'Supportowaniem mniej doświadczonych członków zespołu.', 'Definiowaniem standardów i promowaniem najlepszych praktyk.']"
8892,LLM Developer,"['Lead the development of advanced AI and machine learning solutions using Large Language Models, with a focus on LLM Agents and Graph-based Retrieval-Augmented Generation', 'Architect and implement production-ready applications that leverage cutting-edge technologies to deliver impactful AI products', 'Engage directly with customers to gather requirements, understand their business needs, and ideate on potential AI solutions', 'Stay at the forefront of AI research by exploring and experimenting with new approaches in LLMs, Graph ML, Agents, and RAG', 'Evaluate new tools, frameworks, and methodologies, ensuring that the AI team uses the best technology available', 'Lead customer meetings to present ideas, gather feedback, and iteratively refine AI solutions based on real-world use cases and feedback']"
8893,Kierownik/czka ds. jakości produktu,"['testowanie manualne i automatyczne bieżących przyrostów kodu wydanych przez Zespoły Wytwarzania EZD RP oraz przeprowadzanie inspekcji kodu na różnych etapach procesu wytwórczego;', 'nadzorowanie i wdrażanie najlepszych praktyk związanych z jakością kodu oraz procesami testowania;', 'dbniea o sprawne działanie procesu kontroli jakości, płynnie przy jednoczesnym zachowaniu ustalonych standardów;', 'szkolenie i przekazywanie najlepszych praktyk zespołom wytwórczym w zakresie zapewnienia jakości;', 'wspólnie z Właściciel Biznesowym Produktu (Product Owner) pracowanie nad zrozumieniem wymagań biznesowych, dostosowując standardy jakości do specyfiki projektu, co umożliwia skuteczne dostarczanie oprogramowania zgodnie z oczekiwaniami biznesowymi;', 'poprzez dogłębną analizę błędów, identyfikacja obszarów, które wymagają udoskonalenia w procesie programowania i testowania;', 'inicjacja działań mających na celu poprawę podejścia do testowania, oraz wprowadzenie skutecznych strategii prewencyjnych w celu minimalizacji defektów i usprawnienia jakości oprogramowania;', 'weryfikacja jakości wydawanych wersji EZD RP;', 'udział y w procesie aktualizacji i wydawania wersji;', 'definiowanie środowiska testowego oraz zarządzanie niezbędnymi konfiguracjami.  ']"
8894,Programista Linux (C/C++),"['Projektowanie i rozwój wydajnego oprogramowania dla systemów wbudowanych (embedded) działających w środowisku Linux', 'Implementacja algorytmów rozwiązywania złożonych problemów z zakresu sieci i telekomunikacji', 'Tworzenie i optymalizacja kodu z myślą o stabilności i wydajności urządzeń', 'Opracowanie scenariuszy testowych i tworzenie testów jednostkowych oraz funkcjonalnych', 'Udział w badaniach i sprawdzeniach oprogramowania w warunkach rzeczywistych', 'Tworzenie dokumentacji technicznej']"
8895,Cloud Infrastructure DBA,"['Administering and managing existing database clusters and individual databases (using Iaac tools like Terraform).', 'Designing database structures and collaborating with other teams to achieve technical alignment.', 'Building and setting up new database clusters.', 'Implementing backup, restore, disaster recovery, and business continuity strategies for database systems.', 'Creating and maintaining technical and non-technical documentation for database systems and related tooling.', 'Serving as the liaison between development teams and Infrastructure.', 'Mediating and advising on the division of responsibilities between infrastructure and application layers.']"
8896,Data Scientist,"['budowa predykcyjnych i klasyfikacyjnych modeli uczenia maszynowego', 'budowa usług wspomagających analizę danych i generowanie kodu z zastosowaniem GenAI', 'rozwijanie systemów analizy dokumentów', 'praca nad zastosowaniami multimodalnych model GenAI', 'analiza danych, definiowanie i wyznaczanie zmiennych objaśniających', 'praca w małym zespole (7 osób)', 'prototypowanie i pilotażowe wdrażanie rozwiązań wraz z zespołami produktowymi', 'praca z najnowszymi osiągnięciami technologicznymi w AI/ML']"
8897,Data Scientist,"['budowa predykcyjnych i klasyfikacyjnych modeli uczenia maszynowego', 'budowa usług wspomagających analizę danych i generowanie kodu z zastosowaniem GenAI', 'rozwijanie systemów analizy dokumentów', 'praca nad zastosowaniami multimodalnych model GenAI', 'analiza danych, definiowanie i wyznaczanie zmiennych objaśniających', 'praca w małym zespole (7 osób)', 'prototypowanie i pilotażowe wdrażanie rozwiązań wraz z zespołami produktowymi', 'praca z najnowszymi osiągnięciami technologicznymi w AI/ML']"
8898,Senior Cloud Engineer,"['Contribute to the development of technology for company’s cloud infrastructure, including private, public, and hybrid cloud environments', 'Help build the cloud foundation at company and support application uplift to cloud, explore and develop cloud resilience and DR capabilities and options for current on prem apps', 'Monitor and analyze key metrics within our cloud environment to identify areas of improvement in order to enhance performance and reliability', 'Develop automated strategies for preventing, detecting and responding quickly to any incidents encountered when using our technologies', ""Collaborate with other teams within company's Cloud Centre of Excellence to ensure that the solutions align with business goals while still providing net overall risk benefits"", 'Analyse technical requirements in relation to cost optimization, scalability and performance']"
8899,Middle/Senior C++ Software Engineer,"['Utilize C/C++ (potentially Python, R), package building, and conda', 'Create and update conda recipes for building, testing, and releasing conda packages', 'Identify and automate repetitive manual tasks', 'Elicit requirements, estimate scope, and plan sprints', 'Communicate directly and serve as a key member of the Client’s team', 'Build strong relationships with open-source package maintainers and resolve issues']"
8900,Senior Data Engineer (Azure),"['Uczestnictwo w projekcie dot. wdrożenia AI w obszarze zarządzania jakością. Wykorzystywany stos technologiczny: Azure (Azure Data Factory, Azure SQL Database, Azure Key Vault, Azure OpenAI Service), Databricks, Python, PySpark, CI/CD, Git, Azure DevOps,', 'projektowanie i optymalizacja rozwiązań opartych o technologie Azure, jak również implementacja rozwiązań związanych z Machine Learning i MLOps, Early Defect Detection - wczesne wykrywanie defektów,', 'Integracja rozwiązań AI z wewnętrznymi aplikacjami,', 'Wsparcie procesów jakościowych poprzez rozwój narzędzi AI - Quality Copilot,', 'rozwiązywanie problemów z danymi oraz wsparcie w zakresie ich jakości,', 'Analiza przyczyn źródłowych,', 'Optymalizacja architektury rozwiązań opartych na Azure,']"
8901,Senior Data Science Engineer,"['  Work with subject matter experts from airlines to identify opportunities for leveraging data to deliver in-sights and actionable prediction of customer behavior and operations performance. ', ' Assess the effectiveness and accuracy of new data sources, data gathering and forecasting techniques. ', ' Develop custom data models and algorithms to apply to data sets and run proof of concept studies. ', ' Leverage existing Statistical and Machine Learning tools to enhance in-house algorithms. ', ' Collaborate with software engineers to implement and test production quality code for AI/ML models. ', ' Develop processes and tools to monitor and analyze data accuracy and models’ performance ', ' Demonstrate software to customers and perform value proving benchmarks. Calibrate software for customer needs and train customer for using and maintaining software. ', ' Resolve customer complaints with software and respond to suggestions for enhancements.']"
8902,Senior Data Scientist Generative AI,"['Work with the full stack of data analysis, deep learning, and machine learning model pipeline that includes deep analysis of customer data, modeling, and deployment in production', 'Choose relevant computational tools for study, experiment, or trial research objectives', 'Drive the development of innovative solutions for language generation, text synthesis, and creative content generation using the latest state-of-the-art techniques', 'Develop and implement advanced Generative AI solutions such as intelligent assistants, Retrieval-Augmented Generation (RAG) systems, and other innovative applications', 'Produce clear, concise, well-organized, and error-free computer programs with the appropriate technological stack', 'Present results directly to stakeholders and gather business requirements', 'Develop expertise in state-of-the-art Generative AI techniques and methodologies', 'Grow your skill set within a dynamic and supportive environment', 'Work with Big Data solutions and advanced data tools in cloud platforms', 'Build and operationalize ML models, including data manipulation, experiment design, developing analysis plans, and generating insights', 'Lead teams of data scientists and software engineers to successful project execution']"
8903,Senior Data Scientist,"['Design and analyze experiments and causal analysis to ship impactful product changes that help customers quickly find what they need on Asana, specifically for our Reporting and Portfolios team.', 'Proactively take on Analyses and develop compelling narratives that inform product strategy and influence business & roadmap decisions.', 'Defining and adding new metrics to track success of our enterprise products and aggregate and publish them to our data warehouse to help answer all types of questions proactively.', 'Building dashboards to highlight impact potential and other areas of opportunities.', 'Communicating effectively and presenting to both technical and non-technical audiences.', 'Establishing the Data Science presence in a new office and providing mentorship as the office grows. ']"
8904,DevOps Engineer,"['Automating Processes', 'Support Developer', 'Oversee the migration of products to container technologies such as Kubernetes, including the use of provisioning platforms like vRealize Automation', 'Legacy Architecture Review', 'Designing Solutions', 'Participate in the transformation of the Data Center to achieve a fully automated Continuous Delivery pipeline, including build, deployment, monitoring, and resilience processes', 'Collaboration and Stakeholder Engagement: Address customers and express difficult technical details effectively to non-technical audience, guide junior engineers in cloud best practices', 'Cloud and Infrastructure Management ', 'Maintain comprehensive documentation for all operational and support processes and automate repetitive tasks where possible', 'Follow project management guidelines, ensuring adherence to ITIL functions and processes for service design, operations, and support']"
8905,Senior Data Scientist,"['Development and training of transformer-based models for both text and images', 'Architect and oversee the entire model lifecycle, from data preparation, model design, training, development and validation to model deployment and monitoring', 'Collaborate with cross-functional teams, including data scientists, software engineers, and domain experts, to design and implement AI-driven solutions', 'Stay current with the latest advancements in AI and machine learning, integrating new techniques and technologies as appropriate']"
8906,Lead Platform/DevOps Engineer,"['Manage (and build) projects and hybrid infrastructure;\xa0', 'Configure and maintain internal services;\xa0', 'Build and maintain monitoring systems;\xa0', 'Build and deploy environments;\xa0', 'Drive bare-metal deployment;\xa0', 'Drive performance and integration testing.\xa0']"
8907,Lead Platform/DevOps Engineer,"['Manage (and build) projects and hybrid infrastructure;\xa0', 'Configure and maintain internal services;\xa0', 'Build and maintain monitoring systems;\xa0', 'Build and deploy environments;\xa0', 'Drive bare-metal deployment;\xa0', 'Drive performance and integration testing.\xa0']"
8908,Fullstack Developer (Java/Angular),[]
8909,Senior IT Analyst,[]
8910,Medior/Senior Mendix Low-Code fejlesztő,"['Mendix platformra történő átképzés a cég által biztosított tanfolyamok és képzések keretében.', 'Alkalmazások fejlesztése és karbantartása Mendix platformon.', 'Üzleti igények elemzése és az igényekre szabott megoldások tervezése.', 'Részvétel a rendszertervezési és fejlesztési folyamatokban.', 'Code review, tesztelés és hibakeresés.', 'Dokumentáció készítése és naprakészen tartása.', 'Szoros együttműködés ügyfeleinkkel és belső csapatunkkal.']"
8911,MLOps,"['Research and implement MLOps tools, frameworks and platforms for our Data Science projects. ', 'Work on a backlog of activities to raise MLOps maturity in the organization. ', 'Proactively introduce a modern, agile and automated approach to Data Science. ', ""Conduct internal training and presentations about MLOps tools' benefits and usage.""]"
8912,Senior Data Engineer,
8913,Senior Product Analyst,"['Data-Driven Marketplace: Function as an analytical ally to client’s product teams. You’ll generate insights and drive a data-driven product development process, ensuring decisions are rooted in robust analysis.', 'Customer Understanding: A profound understanding of users and products will be central to your role. You’ll utilize data to understand user behaviours and needs, such as their search habits, to create business value and improve taxonomy.', 'Consultative Analytics: Provide detailed answers to key questions and offer insight-driven recommendations to client’s product teams.', 'Data Enablement: Partner with product teams to boost their data capabilities, empowering them to access, understand, and analyze data independently.']"
8914,Site Reliability Engineer,"['Zapewnienie stabilności i niezawodności systemów produkcyjnych', 'Monitorowanie, analiza i optymalizacja wydajności aplikacji i infrastruktury', 'Tworzenie i zarządzanie narzędziami do monitorowania, alertowania oraz diagnozowania awarii', 'Współpraca z zespołami produktowymi w celu poprawy dostępności i efektywności usług', 'Rozwiązywanie problemów związanych z wydajnością i dostępnością systemów', 'Udział w zarządzaniu incydentami oraz analizie problemów poawaryjnych (w tym pełnienie roli Incydent Managera w systemie dyżurowym)']"
8915,Site Reliability Engineer,"['Zapewnienie stabilności i niezawodności systemów produkcyjnych', 'Monitorowanie, analiza i optymalizacja wydajności aplikacji i infrastruktury', 'Tworzenie i zarządzanie narzędziami do monitorowania, alertowania oraz diagnozowania awarii', 'Współpraca z zespołami produktowymi w celu poprawy dostępności i efektywności usług', 'Rozwiązywanie problemów związanych z wydajnością i dostępnością systemów', 'Udział w zarządzaniu incydentami oraz analizie problemów poawaryjnych (w tym pełnienie roli Incydent Managera w systemie dyżurowym)']"
8916,Middle Data Scientist Generative AI,"['Work with the full stack of data analysis, deep learning, and machine learning pipelines, including customer data analysis, modeling, and production deployment', 'Select appropriate computational tools for research objectives and experiments', 'Drive the development of innovative solutions for language generation, text synthesis, and creative content generation using cutting-edge techniques', 'Develop and implement advanced Generative AI applications, including intelligent assistants, Retrieval-Augmented Generation (RAG) systems, and other innovative solutions', 'Write clear, well-organized, and efficient programs using the appropriate technology stack', 'Present results to stakeholders and gather business requirements', 'Build expertise in state-of-the-art Generative AI techniques and methodologies', 'Grow your skills within a dynamic and supportive environment', 'Work with Big Data solutions and advanced data tools in cloud platforms', 'Build and operationalize ML models, including data manipulation, experiment design, analysis planning, and insight generation']"
8917,Senior Analytics Engineer (Looker),"['Collecting business requirements for data solutions (reports, analysis)', 'Advising on metrics for business performance monitoring', 'Monitoring, building data pipelines, and implementing data transformations (mostly in SQL)', 'Designing and implementing data model in a BI tool', 'Building reports and dashboards', 'Data validation and testing', 'Communicating results to the business and helping to use them to make decisions', 'Data literacy knowledge sharing', 'Staying up to date with the latest trends and best practices in analytics engineering']"
8918,Senior Analytics Engineer (Looker),"['Collecting business requirements for data solutions (reports, analysis)', 'Advising on metrics for business performance monitoring', 'Monitoring, building data pipelines, and implementing data transformations (mostly in SQL)', 'Designing and implementing data model in a BI tool', 'Building reports and dashboards', 'Data validation and testing', 'Communicating results to the business and helping to use them to make decisions', 'Data literacy knowledge sharing', 'Staying up to date with the latest trends and best practices in analytics engineering']"
8919,Software Engineer - Golang at Koyeb - relocation to Paris,"['develop new core features related to networking, serverless, and orchestration', 'contribute to the design and implementation of a large-scale distributed system running across continents', 'design, implement and maintain user-friendly APIs', 'measure and instrument features you develop with reliability and product impact in mind', 'debug production issues across services and multiple levels of the stack', 'improve engineering standards, tooling, and processes', 'participate in 24/7 on-call rotation, our platform never sleeps']"
8920,Senior Azure DevOps Engineer,"['set up, manage, and maintain IT infrastructure for AI chatbot systems, with a focus on cloud services', 'define and establish processes for development, testing, release, updates, and support in DevOps operations', 'develop and maintain CI/CD pipelines to automate building, testing, and deployment of chatbot applications and updates', 'set up monitoring and logging systems to track performance and health of the infrastructure, ensuring quick detection and resolution of issues', 'implement security best practices, including managing access controls, conducting security audits, and securing deployments', 'collaborate with developers, architects, and other team members to ensure smooth integration of chatbot solutions within the infrastructure', 'design and implement scalable solutions to handle increasing numbers of users and interactions without performance degradation', 'manage and respond to incidents, perform root cause analysis, and implement preventive measures', 'develop and manage backup and recovery solutions to ensure data integrity and availability', 'document setups, processes, and automation scripts to support collaboration and future reference', 'continuously evaluate and integrate new tools and technologies to enhance efficiency and reliability', 'mentor team members and provide guidance on best practices in cloud infrastructure and DevOps.']"
8921,Senior Azure DevOps Engineer,"['set up, manage, and maintain IT infrastructure for AI chatbot systems, with a focus on cloud services', 'define and establish processes for development, testing, release, updates, and support in DevOps operations', 'develop and maintain CI/CD pipelines to automate building, testing, and deployment of chatbot applications and updates', 'set up monitoring and logging systems to track performance and health of the infrastructure, ensuring quick detection and resolution of issues', 'implement security best practices, including managing access controls, conducting security audits, and securing deployments', 'collaborate with developers, architects, and other team members to ensure smooth integration of chatbot solutions within the infrastructure', 'design and implement scalable solutions to handle increasing numbers of users and interactions without performance degradation', 'manage and respond to incidents, perform root cause analysis, and implement preventive measures', 'develop and manage backup and recovery solutions to ensure data integrity and availability', 'document setups, processes, and automation scripts to support collaboration and future reference', 'continuously evaluate and integrate new tools and technologies to enhance efficiency and reliability', 'mentor team members and provide guidance on best practices in cloud infrastructure and DevOps.']"
8922,DevOps Engineer,"['Projektowanie i implementacja procesów DevOps w oparciu o najlepsze praktyki i narzędzia', 'Utrzymanie i rozwój rozwiązań CI/CD z wykorzystaniem narzędzi takich jak GitLab CI, Jenkins, Nexus, ArgoCD', 'Wspieranie zespołów developerskich i biznesowych w rozwoju oprogramowania', 'Praca z rozwiązaniami opartymi o lokalne data center (on-premise) oraz zarządzanie aplikacjami przy użyciu Openshift', 'Tworzenie i optymalizacja skryptów automatyzujących zadania', 'Konfiguracja i zarządzanie konteneryzacją aplikacji z wykorzystaniem Kubernetes', 'Współpraca z dedykowanymi zespołami infrastruktury (sieci, security, VMware, Openshift)', 'Monitoring i zapewnienie wydajności procesów oraz wsparcie w rozwiązywaniu problemów związanych z integracją narzędzi DevOpsowych']"
8923,Cloud Engineer,"['We are seeking a highly skilled Cloud Engineer to join our team at Mindbox. As a Cloud Engineer, you will be responsible for creating and maintaining an inspiring and efficient cloud infrastructure that supports our business and technology initiatives. Your daily duties will include designing, developing, and managing cloud-based systems, ensuring they are secure, scalable, and reliable. You will work closely with cross-functional teams to introduce future technology into our business processes, leveraging your expertise in RPA, OCR, AI, ERP, and CI/CD environments. Your proactive approach and reliability will foster long-term cooperation with our clients, assisting them in their digital transformation journey.']"
8924,Junior Fullstack Developer,"['Współpraca z zespołem produktowym\xa0', 'Pomoc w kształtowaniu roadmapy produktów\xa0', 'Wsparcie Account Managerów pod kątem analityki\xa0', 'Wsparcie techniczne klientów podczas integracji i rozwoju projektów\xa0']"
8925,Azure Cloud Automation Engineer,"['Working in our DevOps team in Poland, being responsible for the development and operations of the platform hosting the Omada Identity Cloud.\xa0', 'Building and deploying .NET Framework, Microsoft SQL Server and Power BI based production environments\xa0', 'Building and operating the environments for all OISaaS customers.\xa0', 'Automating the daily operations tasks, implementing preventive maintenance automation as well as monitoring of the environments.\xa0', 'Engaging\xa0closely with software architects, software engineers, and IT team to deliver highly available and scalable services\xa0', 'Build automation scripts and frameworks to improve operational processes and procedures\xa0', 'Learn, deploy, and document newer technologies for the potential deployment of services following the development and release lifecycle\xa0', 'Drive ongoing improvements and efficiencies in operational practices, tools & processes\xa0', 'Provide a seamless transition of the application from Product Development to Production Support teams\xa0', 'Support Microsoft Network configurations as relates to server deployments\xa0', 'Prepare and implement backups and disaster recovery plans\xa0', 'Support production service and environment escalations as needed\xa0']"
8926,"Senior Software Engineer, Data Infrastructure","['Work on cross-functional projects to help define the future of Asana’s data platforms, enabling our colleagues to make the best possible use of data', 'Collaborate with data engineering and with other infrastructure teams on problems related to data infrastructure service models, operations, deployment and security', 'Design and implement tooling and automation for data access, scalability, monitoring and alerting, and privacy', 'Evangelize good code and solid engineering and operability practices', 'Co-create and follow best practices of running data applications in the cloud (AWS) and all the state-of-the-art tooling around it', 'Support design reviews, communicate constraints, and help engineers make the right trade-offs', 'Keep our data platform up and running by being part of our data infra on-call rotation (within working hours)', 'Help bootstrap our Data Infra presence in Warsaw!']"
8927,Senior Big Data Engineer ,"['Design large-scale data processing systems.', 'Work with Product to drive the requirements, and own the project end-to-end.', 'Analyse and improve efficiency, scalability, and stability of applications.', 'Think long-term and be unsatisfied with band-aids.', 'Identify unnecessary complexity and remove it.']"
8928,Azure Data Engineer - Remote,"['Develop and manage end-to-end data pipelines and architecture in Azure.', 'Work with data from multiple sources, transforming and migrating it to Azure.', 'Optimize data workflows and ensure their scalability and efficiency.', 'Collaborate with teams to define data requirements and share expertise.', 'Maintain data security and compliance with relevant standards.', 'Troubleshoot and enhance existing data processes as needed.']"
8929,Senior BI Tableau Specialist,"['Understanding business requirements for reporting and dashboarding.', 'Expert Tableau Knowledge', 'Build Embedded Analytics where Possible', 'Access data products & data infrastructure on the data mesh platform to discover, explore, and visualize data inside the data products.', 'Making the resulting data accessible via reports and dashboards.', 'Produce intuitive and visually appealing data reports and dashboards to support the decision-making process.', 'Participate in application development in collaboration with engineers and architects, following the common software development guidelines.', ""Develop, implement, and monitor key performance indicators according to the service's overall objectives and targets."", 'Collaborate with the central data team and end-users in order to improve current products/activities and facilitate new and innovative solutions.', 'Be constantly on the lookout for ways to improve business practices and efficiencies and make concrete proposals.', 'Be flexible and take on other responsibilities within the scope of the Agile Team', 'Understand the Personas and look at current reports and User Experience and design good Dashboards', 'Examining in-use Analytics solutions to proactively identify usability issues and design good dashboards']"
8930, CI/CD Engineer,"['konfiguracja, testowanie i wdrażanie narzędzi do automatyzacji i CI/CD', 'definiowanie wytycznych i dobrych praktyk w obszarze wdrażania i integracji', 'standaryzacja i budowanie narzędzi służących do automatyzacji procesu wytwarzania oprogramowania ', 'optymalizacja i utrzymanie bieżących rozwiązań', 'współpraca z zespołami wytwórczymi oraz administratorami']"
8931, CI/CD Engineer,"['konfiguracja, testowanie i wdrażanie narzędzi do automatyzacji i CI/CD', 'definiowanie wytycznych i dobrych praktyk w obszarze wdrażania i integracji', 'standaryzacja i budowanie narzędzi służących do automatyzacji procesu wytwarzania oprogramowania ', 'optymalizacja i utrzymanie bieżących rozwiązań', 'współpraca z zespołami wytwórczymi oraz administratorami']"
8932,Remote Lead Fullstack Developer,"['Creating modern applications', 'Work in pull request and code review mode,', 'Making design decisions according to business expectations and balancing between writing easily expandable code and the speed of development,', 'Taking care of the security of solutions created (we commission additional penetration tests for external entities),', 'Creating technical specifications based on product requirements.']"
8933,Machine Learning Engineer (100% remote),"['Collaborate with data scientists and analysts to design and deploy innovative models and machine learning systems.', 'Develop and implement comprehensive solutions covering the entire machine learning model lifecycle, from data exploration and feature engineering to building ML pipelines and deploying models in production. This includes working on both batch and real-time models and providing operational support.', 'Create scalable, efficient, and automated workflows for data analysis, model development, validation, and deployment.', 'Develop high-performance, scalable software to deliver products in an iterative, continuous-release environment.', 'Design and optimize data pipelines to support machine learning workflows effectively.', 'Advocate for and implement robust software engineering practices within the team, focusing on cloud-native solutions for ML pipelines.', 'Leverage and contribute to shared best practices within the community to enhance team capabilities.']"
8934,C# Developer,"['Współpracę z zespołem programistów przy tworzeniu nowych i utrzymywaniu istniejących aplikacji oraz ustalaniu wymagań dla oprogramowania,', 'Wymiana wiedzy z pozostałymi członkami zespołu oraz tworzenie dokumentacji technicznej,', 'Analiza funkcjonalnosci i skalowanie modeli oraz budowanie interfesów użytkownika,', 'Przepisanie algorytmów z innych języków programowania,', 'Integracje z bazami danych.']"
8935,AWS Backend Developer,"[' Backend Development: Design and implement efficient and scalable server-side applications using Node.js.\xa0', ' Cloud Infrastructure: Architect and maintain cloud-based solutions leveraging AWS services such as Lambda, DynamoDB, S3, API Gateway, ECS, and CloudFormation.\xa0', ' API Development: Build and maintain RESTful APIs and GraphQL endpoints to support various client applications.\xa0', ' Database Management: Design and optimize database schemas, queries, and integrations (e.g., DynamoDB, RDS, Aurora).\xa0', ' Monitoring & Troubleshooting: Set up logging, monitoring, and alerting systems (e.g., CloudWatch, X-Ray) to ensure system reliability.\xa0', ' CI/CD: Develop and maintain continuous integration and deployment pipelines using tools such as AWS CodePipeline, CodeBuild, Jenkins, or GitHub Actions.\xa0', ' Security: Implement robust authentication, authorization, and data protection practices (e.g., Cognito, KMS, IAM policies).\xa0', ' Collaboration: Work closely with frontend developers, DevOps engineers, and stakeholders to deliver cohesive and reliable solutions.\xa0', ' Documentation: Maintain clear and comprehensive documentation of architecture, processes, and systems.\xa0']"
8936,AWS Backend Developer,"[' Backend Development: Design and implement efficient and scalable server-side applications using Node.js.\xa0', ' Cloud Infrastructure: Architect and maintain cloud-based solutions leveraging AWS services such as Lambda, DynamoDB, S3, API Gateway, ECS, and CloudFormation.\xa0', ' API Development: Build and maintain RESTful APIs and GraphQL endpoints to support various client applications.\xa0', ' Database Management: Design and optimize database schemas, queries, and integrations (e.g., DynamoDB, RDS, Aurora).\xa0', ' Monitoring & Troubleshooting: Set up logging, monitoring, and alerting systems (e.g., CloudWatch, X-Ray) to ensure system reliability.\xa0', ' CI/CD: Develop and maintain continuous integration and deployment pipelines using tools such as AWS CodePipeline, CodeBuild, Jenkins, or GitHub Actions.\xa0', ' Security: Implement robust authentication, authorization, and data protection practices (e.g., Cognito, KMS, IAM policies).\xa0', ' Collaboration: Work closely with frontend developers, DevOps engineers, and stakeholders to deliver cohesive and reliable solutions.\xa0', ' Documentation: Maintain clear and comprehensive documentation of architecture, processes, and systems.\xa0']"
8937,Senior DevOps Engineer,"['Production infrastructure management: Manage, create, and maintain our cloud Kubernetes environment, monitoring stack, on-premise Docker stack, and database technologies (Mongo, Postgres, Elasticsearch, Cassandra, Redis)', 'Software release cycle support: provide tools, automate the creation of on-demand development environments, provide CI/CD pipelines, and manage their effectiveness', 'Infrastructure access: role-based access distribution and management across the organization with infrastructure as code (IaC)', 'Stakeholder alignment: communicate to understand different infrastructure stakeholders’ challenges, provide solution plans, and share best DevOps practices with the engineering team', 'Incident response support: help engineering teams diagnose infrastructure-related problems during incidents', 'Security: implement and manage security protocols to protect company data and systems, including regular updates and monitoring']"
8938,Senior DevOps Engineer,"['Production infrastructure management: Manage, create, and maintain our cloud Kubernetes environment, monitoring stack, on-premise Docker stack, and database technologies (Mongo, Postgres, Elasticsearch, Cassandra, Redis)', 'Software release cycle support: provide tools, automate the creation of on-demand development environments, provide CI/CD pipelines, and manage their effectiveness', 'Infrastructure access: role-based access distribution and management across the organization with infrastructure as code (IaC)', 'Stakeholder alignment: communicate to understand different infrastructure stakeholders’ challenges, provide solution plans, and share best DevOps practices with the engineering team', 'Incident response support: help engineering teams diagnose infrastructure-related problems during incidents', 'Security: implement and manage security protocols to protect company data and systems, including regular updates and monitoring']"
8939,Specjalista ds. R&D,"['    Opracowywanie strategii badawczo-rozwojowej dla firm.', '    Przeprowadzanie badań nad nowymi technologiami, produktami i trendami rynkowymi.', '    Pomoc w projektowaniu nowych produktów i technologii oraz nadzorowanie procesu ich wdrażania.', '    Identyfikacja możliwości poprawy i optymalizacji istniejących procesów badawczo-rozwojowych.', '    Koordynowanie i zarządzanie projektami badawczo-rozwojowymi, w tym harmonogramem oraz zespołem.']"
8940,Specjalista ds. R&D,"['    Opracowywanie strategii badawczo-rozwojowej dla firm.', '    Przeprowadzanie badań nad nowymi technologiami, produktami i trendami rynkowymi.', '    Pomoc w projektowaniu nowych produktów i technologii oraz nadzorowanie procesu ich wdrażania.', '    Identyfikacja możliwości poprawy i optymalizacji istniejących procesów badawczo-rozwojowych.', '    Koordynowanie i zarządzanie projektami badawczo-rozwojowymi, w tym harmonogramem oraz zespołem.']"
8941,Senior DevOps Engineer,"['Implementing new infrastructure components using Terraform', 'Build and maintain Kubernetes Clusters in AWS Amazon', 'Deep collaboration with the software development teams', 'Production operations and observability of our customer-facing systems', 'Build a monitoring infrastructure resources and processes ', 'Continue to iterate Continuous Integration/Continuous Delivery improvements and ensure efficiency', 'Provide support along with the software development team for deployed components', 'Contribute to the team’s roadmap and project planning process, partnering with stakeholders to develop business objectives and translate those into action']"
8942,Software Engineer II (Linux Application Developer),"['Come up to speed with the Editshare storage architecture and code base.', 'Help to evaluate technical options for future features.', 'Find and address defects in the storage code base.', 'Maintain and extend our storage client.', 'Pick up and deliver on backlog items.', 'Support the rollout of our new ultimate series servers.', 'Evaluate an optimize the performance of individual components', 'Create RESTful endpoints to support a common API for customers’ programmatic clients, our test harnesses, and our emerging Web client', 'Contribute to single sign on (SSO) design and implementation for our network storage clients', 'Help to improve for our high availability architecture']"
